decision_id,order_id,selected_supplier_id,decided_at,agent_name,agent_version,confidence,selection_reason
DEC-009433,ORD-009433,SUP-008,2026-08-06T03:59:23.841Z,cluster-resolve-v1,1.0.0,0.84,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-009434,ORD-009434,SUP-001,2026-08-11T12:46:54.943Z,cluster-resolve-v1,1.0.0,0.86,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009435,ORD-009435,SUP-019,2026-04-14T13:47:29.882Z,cluster-resolve-v1,1.0.0,0.72,Selected Pharaonic Medical Logistics under emergency stock allocation.
DEC-009436,ORD-009436,SUP-015,2026-08-12T09:44:12.477Z,cluster-resolve-v1,1.0.0,0.9,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009437,ORD-009437,SUP-020,2026-02-14T04:34:55.162Z,cluster-resolve-v1,1.0.0,0.9,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009438,ORD-009438,SUP-010,2026-05-02T22:38:20.104Z,cluster-resolve-v1,1.0.0,0.87,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009439,ORD-009439,SUP-004,2026-01-11T14:48:19.643Z,cluster-resolve-v1,1.0.0,0.83,Selected Cairo Valley Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009440,ORD-009440,SUP-023,2025-12-08T05:28:07.683Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Oasis Pharma Distribution due to strategic volume contract despite higher per-unit quote.
DEC-009441,ORD-009441,SUP-016,2026-08-04T11:24:37.106Z,cluster-resolve-v1,1.0.0,0.91,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009442,ORD-009442,SUP-014,2025-12-19T10:28:10.027Z,cluster-resolve-v1,1.0.0,0.93,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009443,ORD-009443,SUP-015,2026-05-24T10:39:08.529Z,cluster-resolve-v1,1.0.0,0.88,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009444,ORD-009444,SUP-018,2026-03-01T08:29:36.251Z,cluster-resolve-v1,1.0.0,0.94,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-009445,ORD-009445,SUP-012,2025-10-06T11:25:46.319Z,cluster-resolve-v1,1.0.0,0.87,Selected Sovereign Medical Distro based on optimal unit cost and historical fill rate reliability.
DEC-009446,ORD-009446,SUP-002,2026-01-16T04:46:43.769Z,cluster-resolve-v1,1.0.0,0.86,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-009447,ORD-009447,SUP-027,2026-03-08T05:08:36.332Z,cluster-resolve-v1,1.0.0,0.83,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-009448,ORD-009448,SUP-021,2026-08-02T07:34:42.842Z,cluster-resolve-v1,1.0.0,0.85,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-009449,ORD-009449,SUP-028,2025-12-23T07:30:30.439Z,cluster-resolve-v1,1.0.0,0.93,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009450,ORD-009450,SUP-015,2026-04-09T06:57:26.255Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009451,ORD-009451,SUP-026,2026-01-11T15:02:47.366Z,cluster-resolve-v1,1.0.0,0.95,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-009452,ORD-009452,SUP-017,2025-12-25T06:16:19.910Z,cluster-resolve-v1,1.0.0,0.96,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-009453,ORD-009453,SUP-020,2026-07-14T20:45:34.331Z,cluster-resolve-v1,1.0.0,0.9,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009454,ORD-009454,SUP-005,2026-07-12T03:55:52.215Z,cluster-resolve-v1,1.0.0,0.94,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009455,ORD-009455,SUP-010,2026-02-22T19:24:00.839Z,cluster-resolve-v1,1.0.0,0.91,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009456,ORD-009456,SUP-014,2026-01-27T12:24:07.428Z,cluster-resolve-v1,1.0.0,0.72,Selected Sphinx Healthcare Wholesale under emergency stock allocation.
DEC-009457,ORD-009457,SUP-015,2026-03-25T22:15:23.880Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009458,ORD-009458,SUP-005,2025-11-15T22:04:42.320Z,cluster-resolve-v1,1.0.0,0.91,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009459,ORD-009459,SUP-011,2026-08-05T01:31:20.361Z,cluster-resolve-v1,1.0.0,0.95,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-009460,ORD-009460,SUP-016,2026-02-01T06:04:41.019Z,cluster-resolve-v1,1.0.0,0.86,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009461,ORD-009461,SUP-006,2026-08-07T19:53:45.005Z,cluster-resolve-v1,1.0.0,0.92,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-009462,ORD-009462,SUP-022,2026-08-10T18:07:30.748Z,cluster-resolve-v1,1.0.0,0.91,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009463,ORD-009463,SUP-019,2026-06-11T09:55:11.663Z,cluster-resolve-v1,1.0.0,0.84,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009464,ORD-009464,SUP-002,2025-11-13T12:32:39.525Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Horus Medical Supply Co. due to strategic volume contract despite higher per-unit quote.
DEC-009465,ORD-009465,SUP-019,2025-12-23T12:52:23.167Z,cluster-resolve-v1,1.0.0,0.93,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009466,ORD-009466,SUP-010,2026-06-18T01:05:58.831Z,cluster-resolve-v1,1.0.0,0.87,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009467,ORD-009467,SUP-026,2025-12-16T07:03:16.758Z,cluster-resolve-v1,1.0.0,0.93,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-009468,ORD-009468,SUP-016,2025-11-09T14:57:50.598Z,cluster-resolve-v1,1.0.0,0.93,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009469,ORD-009469,SUP-016,2026-08-13T14:42:34.413Z,cluster-resolve-v1,1.0.0,0.88,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009470,ORD-009470,SUP-023,2025-12-12T00:37:24.095Z,cluster-resolve-v1,1.0.0,0.85,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009471,ORD-009471,SUP-015,2025-11-04T04:01:43.589Z,cluster-resolve-v1,1.0.0,0.9,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009472,ORD-009472,SUP-026,2026-01-17T08:49:54.139Z,cluster-resolve-v1,1.0.0,0.87,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-009473,ORD-009473,SUP-023,2026-08-03T20:04:38.249Z,cluster-resolve-v1,1.0.0,0.93,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009474,ORD-009474,SUP-020,2026-01-25T08:32:31.489Z,cluster-resolve-v1,1.0.0,0.95,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009475,ORD-009475,SUP-018,2026-05-13T13:49:43.575Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Ramses Healthcare Distro due to strategic volume contract despite higher per-unit quote.
DEC-009476,ORD-009476,SUP-018,2026-08-06T03:03:31.778Z,cluster-resolve-v1,1.0.0,0.84,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-009477,ORD-009477,SUP-016,2025-11-17T23:40:33.754Z,cluster-resolve-v1,1.0.0,0.89,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009478,ORD-009478,SUP-015,2025-10-30T00:26:18.523Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009479,ORD-009479,SUP-022,2026-02-15T10:42:55.644Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Mediterranean Med Logistics due to strategic volume contract despite higher per-unit quote.
DEC-009480,ORD-009480,SUP-014,2025-10-04T06:52:47.817Z,cluster-resolve-v1,1.0.0,0.72,Selected Sphinx Healthcare Wholesale under emergency stock allocation.
DEC-009481,ORD-009481,SUP-022,2025-10-02T00:15:40.669Z,cluster-resolve-v1,1.0.0,0.86,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009482,ORD-009482,SUP-024,2026-01-14T15:08:58.677Z,cluster-resolve-v1,1.0.0,0.9,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-009483,ORD-009483,SUP-018,2026-02-23T12:37:18.064Z,cluster-resolve-v1,1.0.0,0.87,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-009484,ORD-009484,SUP-017,2025-11-04T04:05:49.194Z,cluster-resolve-v1,1.0.0,0.84,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-009485,ORD-009485,SUP-015,2026-08-03T14:04:55.155Z,cluster-resolve-v1,1.0.0,0.82,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009486,ORD-009486,SUP-016,2025-12-14T19:40:58.965Z,cluster-resolve-v1,1.0.0,0.89,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009487,ORD-009487,SUP-010,2025-11-03T18:50:37.368Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Delta Prime Wholesale due to strategic volume contract despite higher per-unit quote.
DEC-009488,ORD-009488,SUP-016,2026-05-14T20:31:51.463Z,cluster-resolve-v1,1.0.0,0.83,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009489,ORD-009489,SUP-007,2026-08-03T09:04:18.303Z,cluster-resolve-v1,1.0.0,0.95,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-009490,ORD-009490,SUP-002,2026-03-01T01:24:48.506Z,cluster-resolve-v1,1.0.0,0.93,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-009491,ORD-009491,SUP-008,2026-03-06T07:36:06.835Z,cluster-resolve-v1,1.0.0,0.83,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-009492,ORD-009492,SUP-015,2025-10-15T09:18:20.880Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009493,ORD-009493,SUP-011,2026-08-05T20:02:41.020Z,cluster-resolve-v1,1.0.0,0.86,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-009494,ORD-009494,SUP-003,2025-11-24T07:40:06.368Z,cluster-resolve-v1,1.0.0,0.93,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-009495,ORD-009495,SUP-016,2026-01-29T03:19:57.175Z,cluster-resolve-v1,1.0.0,0.93,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009496,ORD-009496,SUP-019,2026-08-11T05:15:20.382Z,cluster-resolve-v1,1.0.0,0.89,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009497,ORD-009497,SUP-023,2026-03-21T02:33:21.968Z,cluster-resolve-v1,1.0.0,0.92,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009498,ORD-009498,SUP-013,2026-01-01T11:10:47.951Z,cluster-resolve-v1,1.0.0,0.93,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-009499,ORD-009499,SUP-015,2026-04-11T18:21:32.883Z,cluster-resolve-v1,1.0.0,0.86,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009500,ORD-009500,SUP-008,2025-11-06T23:01:39.357Z,cluster-resolve-v1,1.0.0,0.86,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-009501,ORD-009501,SUP-024,2026-08-13T03:40:27.207Z,cluster-resolve-v1,1.0.0,0.88,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-009502,ORD-009502,SUP-002,2025-10-02T16:04:02.475Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Horus Medical Supply Co. due to strategic volume contract despite higher per-unit quote.
DEC-009503,ORD-009503,SUP-001,2026-01-14T10:38:33.063Z,cluster-resolve-v1,1.0.0,0.92,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009504,ORD-009504,SUP-016,2026-02-26T18:38:28.574Z,cluster-resolve-v1,1.0.0,0.87,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009505,ORD-009505,SUP-027,2026-08-13T09:16:02.832Z,cluster-resolve-v1,1.0.0,0.5,Selected United Egyptian Wholesalers without a recorded decision-time offer; evidence arrived after allocation.
DEC-009506,ORD-009506,SUP-015,2026-05-31T10:50:42.683Z,cluster-resolve-v1,1.0.0,0.94,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009507,ORD-009507,SUP-001,2026-05-18T13:23:30.210Z,cluster-resolve-v1,1.0.0,0.88,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009508,ORD-009508,SUP-019,2026-07-31T05:32:35.858Z,cluster-resolve-v1,1.0.0,0.89,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009509,ORD-009509,SUP-011,2026-08-02T20:33:18.336Z,cluster-resolve-v1,1.0.0,0.85,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-009510,ORD-009510,SUP-027,2026-08-06T00:17:03.328Z,cluster-resolve-v1,1.0.0,0.82,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-009511,ORD-009511,SUP-008,2026-01-24T05:41:25.340Z,cluster-resolve-v1,1.0.0,0.87,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-009512,ORD-009512,SUP-007,2026-01-12T17:27:55.143Z,cluster-resolve-v1,1.0.0,0.9,Selected Upper Egypt Pharma Direct based on optimal unit cost and historical fill rate reliability.
DEC-009513,ORD-009513,SUP-015,2026-08-06T07:43:21.334Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009514,ORD-009514,SUP-008,2026-01-28T00:08:49.047Z,cluster-resolve-v1,1.0.0,0.9,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-009515,ORD-009515,SUP-002,2026-01-03T20:57:57.175Z,cluster-resolve-v1,1.0.0,0.93,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-009516,ORD-009516,SUP-017,2026-07-21T01:35:18.084Z,cluster-resolve-v1,1.0.0,0.9,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-009517,ORD-009517,SUP-027,2025-10-09T08:03:37.731Z,cluster-resolve-v1,1.0.0,0.96,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-009518,ORD-009518,SUP-020,2026-04-26T04:47:24.389Z,cluster-resolve-v1,1.0.0,0.86,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009519,ORD-009519,SUP-018,2025-12-19T01:47:33.426Z,cluster-resolve-v1,1.0.0,0.95,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-009520,ORD-009520,SUP-015,2026-01-01T20:01:32.639Z,cluster-resolve-v1,1.0.0,0.94,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009521,ORD-009521,SUP-028,2026-08-03T04:45:07.860Z,cluster-resolve-v1,1.0.0,0.83,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009522,ORD-009522,SUP-016,2026-08-10T21:11:31.421Z,cluster-resolve-v1,1.0.0,0.82,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009523,ORD-009523,SUP-025,2026-02-11T01:14:54.115Z,cluster-resolve-v1,1.0.0,0.92,Selected Al-Salam Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-009524,ORD-009524,SUP-021,2026-08-01T09:32:10.183Z,cluster-resolve-v1,1.0.0,0.87,Selected Red Sea Pharma Supply based on optimal unit cost and historical fill rate reliability.
DEC-009525,ORD-009525,SUP-026,2026-08-09T20:32:05.451Z,cluster-resolve-v1,1.0.0,0.72,Selected Al-Safwa Pharma Distro under emergency stock allocation.
DEC-009526,ORD-009526,SUP-014,2025-12-06T17:52:15.958Z,cluster-resolve-v1,1.0.0,0.89,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009527,ORD-009527,SUP-015,2026-07-26T10:44:26.173Z,cluster-resolve-v1,1.0.0,0.87,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009528,ORD-009528,SUP-013,2026-03-30T01:41:17.873Z,cluster-resolve-v1,1.0.0,0.91,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-009529,ORD-009529,SUP-013,2026-01-24T08:52:31.862Z,cluster-resolve-v1,1.0.0,0.85,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-009530,ORD-009530,SUP-028,2025-12-08T05:30:49.142Z,cluster-resolve-v1,1.0.0,0.86,Selected Al-Rowad Healthcare Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009531,ORD-009531,SUP-016,2026-08-13T06:00:18.208Z,cluster-resolve-v1,1.0.0,0.95,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009532,ORD-009532,SUP-020,2025-12-03T02:21:32.743Z,cluster-resolve-v1,1.0.0,0.84,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009533,ORD-009533,SUP-018,2026-03-14T05:19:27.706Z,cluster-resolve-v1,1.0.0,0.87,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-009534,ORD-009534,SUP-015,2026-06-23T19:21:19.499Z,cluster-resolve-v1,1.0.0,0.91,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009535,ORD-009535,SUP-017,2026-08-13T18:14:37.502Z,cluster-resolve-v1,1.0.0,0.89,Selected Cleopatra Pharma Hub based on optimal unit cost and historical fill rate reliability.
DEC-009536,ORD-009536,SUP-013,2026-07-19T18:38:52.640Z,cluster-resolve-v1,1.0.0,0.84,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-009537,ORD-009537,SUP-011,2025-12-31T07:43:16.837Z,cluster-resolve-v1,1.0.0,0.85,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-009538,ORD-009538,SUP-001,2026-01-27T13:05:40.450Z,cluster-resolve-v1,1.0.0,0.92,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009539,ORD-009539,SUP-008,2026-08-12T13:33:52.254Z,cluster-resolve-v1,1.0.0,0.85,Selected Middle East Pharmaceutical Hub based on optimal unit cost and historical fill rate reliability.
DEC-009540,ORD-009540,SUP-016,2026-04-09T00:30:50.905Z,cluster-resolve-v1,1.0.0,0.93,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009541,ORD-009541,SUP-015,2026-08-08T19:30:28.488Z,cluster-resolve-v1,1.0.0,0.94,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009542,ORD-009542,SUP-005,2025-12-22T22:21:06.899Z,cluster-resolve-v1,1.0.0,0.96,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009543,ORD-009543,SUP-009,2026-06-01T23:26:25.021Z,cluster-resolve-v1,1.0.0,0.89,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009544,ORD-009544,SUP-006,2026-05-01T00:23:43.957Z,cluster-resolve-v1,1.0.0,0.89,Selected Sinai Medical Trading based on optimal unit cost and historical fill rate reliability.
DEC-009545,ORD-009545,SUP-010,2026-08-11T21:59:08.274Z,cluster-resolve-v1,1.0.0,0.93,Selected Delta Prime Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009546,ORD-009546,SUP-027,2026-08-07T02:25:51.258Z,cluster-resolve-v1,1.0.0,0.94,Selected United Egyptian Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-009547,ORD-009547,SUP-001,2026-08-01T22:09:22.949Z,cluster-resolve-v1,1.0.0,0.91,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009548,ORD-009548,SUP-015,2026-07-03T00:14:45.648Z,cluster-resolve-v1,1.0.0,0.85,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009549,ORD-009549,SUP-011,2026-08-10T13:09:13.894Z,cluster-resolve-v1,1.0.0,0.88,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
DEC-009550,ORD-009550,SUP-018,2026-06-10T03:10:17.610Z,cluster-resolve-v1,1.0.0,0.93,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-009551,ORD-009551,SUP-013,2026-03-20T08:18:44.201Z,cluster-resolve-v1,1.0.0,0.89,Selected Karnak Pharma Services based on optimal unit cost and historical fill rate reliability.
DEC-009552,ORD-009552,SUP-005,2026-06-30T09:30:46.295Z,cluster-resolve-v1,1.0.0,0.89,Selected Pyramids Health Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009553,ORD-009553,SUP-010,2026-06-04T15:00:30.707Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Delta Prime Wholesale due to strategic volume contract despite higher per-unit quote.
DEC-009554,ORD-009554,SUP-003,2026-04-12T22:04:51.326Z,cluster-resolve-v1,1.0.0,0.84,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-009555,ORD-009555,SUP-015,2026-07-31T18:36:02.668Z,cluster-resolve-v1,1.0.0,0.95,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009556,ORD-009556,SUP-026,2026-08-07T09:33:57.732Z,cluster-resolve-v1,1.0.0,0.87,Selected Al-Safwa Pharma Distro based on optimal unit cost and historical fill rate reliability.
DEC-009557,ORD-009557,SUP-018,2026-08-12T22:14:35.442Z,cluster-resolve-v1,1.0.0,0.82,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-009558,ORD-009558,SUP-016,2026-05-06T06:10:57.396Z,cluster-resolve-v1,1.0.0,0.88,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009559,ORD-009559,SUP-014,2025-10-22T19:20:31.115Z,cluster-resolve-v1,1.0.0,0.88,Selected Sphinx Healthcare Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009560,ORD-009560,SUP-009,2026-08-13T12:26:34.903Z,cluster-resolve-v1,1.0.0,0.93,Selected Al-Amal Medical Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009561,ORD-009561,SUP-023,2026-02-21T01:35:22.508Z,cluster-resolve-v1,1.0.0,0.92,Selected Oasis Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009562,ORD-009562,SUP-015,2026-05-26T04:08:08.537Z,cluster-resolve-v1,1.0.0,0.84,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009563,ORD-009563,SUP-001,2026-01-20T20:53:18.841Z,cluster-resolve-v1,1.0.0,0.82,Selected Nile Delta Pharma Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009564,ORD-009564,SUP-020,2026-08-07T04:37:34.604Z,cluster-resolve-v1,1.0.0,0.95,Selected Nefertiti Drug Wholesale based on optimal unit cost and historical fill rate reliability.
DEC-009565,ORD-009565,SUP-022,2026-03-25T17:43:26.958Z,cluster-resolve-v1,1.0.0,0.88,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009566,ORD-009566,SUP-018,2026-06-30T21:58:51.579Z,cluster-resolve-v1,1.0.0,0.93,Selected Ramses Healthcare Distro based on optimal unit cost and historical fill rate reliability.
DEC-009567,ORD-009567,SUP-016,2025-10-27T12:34:03.327Z,cluster-resolve-v1,1.0.0,0.94,Selected Amon Medical Supplies based on optimal unit cost and historical fill rate reliability.
DEC-009568,ORD-009568,SUP-021,2025-10-27T11:04:03.208Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Red Sea Pharma Supply due to strategic volume contract despite higher per-unit quote.
DEC-009569,ORD-009569,SUP-015,2026-07-17T17:06:47.690Z,cluster-resolve-v1,1.0.0,0.93,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009570,ORD-009570,SUP-003,2026-08-01T09:51:28.914Z,cluster-resolve-v1,1.0.0,0.87,Selected Alexandria MedLog Wholesalers based on optimal unit cost and historical fill rate reliability.
DEC-009571,ORD-009571,SUP-002,2025-11-09T15:46:47.860Z,cluster-resolve-v1,1.0.0,0.72,Selected Horus Medical Supply Co. under emergency stock allocation.
DEC-009572,ORD-009572,SUP-009,2026-03-12T05:41:09.765Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Al-Amal Medical Distribution due to strategic volume contract despite higher per-unit quote.
DEC-009573,ORD-009573,SUP-024,2026-05-29T16:37:07.932Z,cluster-resolve-v1,1.0.0,0.9,Selected Canal Cities Drug Supply based on optimal unit cost and historical fill rate reliability.
DEC-009574,ORD-009574,SUP-022,2026-07-10T11:54:33.638Z,cluster-resolve-v1,1.0.0,0.83,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009575,ORD-009575,SUP-019,2026-08-09T07:09:08.331Z,cluster-resolve-v1,1.0.0,0.65,Procurement override: selected Pharaonic Medical Logistics due to strategic volume contract despite higher per-unit quote.
DEC-009576,ORD-009576,SUP-015,2026-07-02T18:07:18.595Z,cluster-resolve-v1,1.0.0,0.92,Selected Lotus Drug Distribution based on optimal unit cost and historical fill rate reliability.
DEC-009577,ORD-009577,SUP-022,2026-08-03T23:21:03.551Z,cluster-resolve-v1,1.0.0,0.92,Selected Mediterranean Med Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009578,ORD-009578,SUP-002,2026-02-27T15:29:55.949Z,cluster-resolve-v1,1.0.0,0.92,Selected Horus Medical Supply Co. based on optimal unit cost and historical fill rate reliability.
DEC-009579,ORD-009579,SUP-019,2025-11-12T06:28:12.465Z,cluster-resolve-v1,1.0.0,0.88,Selected Pharaonic Medical Logistics based on optimal unit cost and historical fill rate reliability.
DEC-009580,ORD-009580,SUP-011,2026-08-08T10:36:02.107Z,cluster-resolve-v1,1.0.0,0.87,Selected Apex National Pharma Logistic based on optimal unit cost and historical fill rate reliability.
